,주소,위도,경도
444,대구광역시 달서구 계대동문로 108053-586-6798,NA,NA
445,대구광역시 달서구 계대동문로 13,35.8556268,128.4921751
446,대구광역시 달서구 구마로 265,35.83781385,128.55685599381496
447,대구광역시 달서구 달구벌대로 1035,35.85332065,128.4814943453631
448,대구광역시 달서구 달구벌대로 1393053-592-8990,NA,NA
449,대구광역시 달서구 달구벌대로 1710,35.8534093,128.4730219
450,대구광역시 달서구 달구벌대로 1798,35.8588202,128.5619305
451,대구광역시 달서구 상화로 314,35.808085,128.5507239
452,대구광역시 달서구 와룡로 131 053-567-8932,NA,NA
453,대구광역시 달서구 와룡로 169 053-552-3634,NA,NA
454,대구광역시 달서구 월곡로 225,35.8200861,128.5364762
455,대구광역시 달서구 월곡로 334,35.8227462,128.53364169899595
456,대구광역시 달서구 월배로 210,35.8205474,128.5422958
457,대구광역시 달서구 월배로 315,35.8205474,128.5422958
458,대구광역시 달서구 월배로 91,35.814437,128.52434131569083
459,"""대구광역시 달서구 이곡공원로 26",35.8552236,128.5169763
460,대구광역시 달서구 조암로 41,35.8179732,128.5144478
461,대구광역시 달서구 화암로 379053-638-3255,NA,NA
462,대구광역시 달성군 달구벌대로 861,35.8573484,128.4656993
463,"""대구광역시 달성군 유가면 테크노상업로 84 대경타워 105호",NA,NA
464,대구광역시 동구 동대구로 422,35.8814017,128.6259115
465,대구광역시 동구 동부로 149 신세계백화점 대구점 3층053-661-6344,NA,NA
466,대구광역시 동구 동부로 149 신세계백화점 대구점 8층053-661-6887,NA,NA
467,대구광역시 동구 동부로30길 12,35.8715229,128.6289607
468,"""대구광역시 동구 안심로 389-2",35.8698822,128.7279683
469,대구광역시 동구 파계로 650053-986-8895,NA,NA
470,대구광역시 동구 팔공로51길 15-11,35.923143,128.6381839
471,대구광역시 동구 효동로2길 45,35.8799644,128.6503013
472,대구광역시 북구 대학로 75,35.8919107,128.6082444
473,대구광역시 북구 동천로 123053-326-8867,NA,NA
474,대구광역시 북구 유통단지로8길 78 106호,NA,NA
475,대구광역시 북구 중앙대로 524,35.8887007,128.5985659
476,대구광역시 북구 칠곡중앙대로 348,35.9394128,128.5503425
477,대구광역시 북구 침산로 126,35.9019419,128.5887299
478,대구광역시 북구 학정로 422,35.94205965,128.56374589732525
479,대구광역시 서구 서대구로 89,35.8800042,128.554914
480,"""대구광역시 수성구 달구벌대로 2435",35.86113205,128.6288864758136
481,"""대구광역시 수성구 달구벌대로 2636",35.856317700000005,128.65020268214286
482,대구광역시 수성구 달구벌대로 3216,35.8600406,128.6300781
483,대구광역시 수성구 동대구로 305,35.8576652,128.62514366542842
484,대구광역시 수성구 동대구로 376,35.8614191,128.6292666
485,대구광역시 수성구 동대구로 401,NA,NA
486,대구광역시 수성구 동대구로 95,35.8391225,128.62317176126282
487,대구광역시 수성구 들안로 342,35.838718,128.6174404
488,대구광역시 수성구 명덕로 460,35.8544319,128.6157626
489,대구광역시 수성구 무학로 29,35.831610049999995,128.62226577640018
490,대구광역시 수성구 수성로 243,35.850452,128.6132066
491,"""대구광역시 수성구 수성로 393",35.8614219,128.6142652
492,대구광역시 수성구 수성못길 4,35.8277462,128.6218398
493,대구광역시 수성구 용학로 56,35.8202558,128.635494
494,"""대구광역시 수성구 지범로 191",35.8213168,128.639977
495,대구광역시 수성구 청수로 164,35.8391043,128.6258893614367
496,대구광역시 수성구 청수로 51,35.8434397,128.6422757
497,대구광역시 수성구 청호로 318,35.845754150000005,128.6391207245482
498,대구광역시 수성구 화랑로 112,35.8728197,128.6389606
499,대구광역시 중구 국채보상로 582,35.8706155,128.59431467476844
500,대구광역시 중구 국채보상로 611,35.8721556,128.5684852
501,대구광역시 중구 국채보상로 642,35.8705926,128.5973529
502,대구광역시 중구 남성로 61,35.8667152,128.593521
503,대구광역시 중구 달구벌대로 2085,35.86629205,128.59180998915195
504,대구광역시 중구 달구벌대로415길 1,35.8682147,128.5902802
505,대구광역시 중구 동성로 4,35.86989835,128.5968236
506,대구광역시 중구 동성로5길 38,35.8673876,128.5977543
507,대구광역시 중구 동성로5길 62,35.8673876,128.5977543
508,대전광역시 대덕구 대덕대로 1544,36.4385919,127.3950892
509,대전광역시 대덕구 동서대로 1776,36.3537333,127.4437091
510,"""대전광역시 대덕구 송촌북로36번길 36",36.3658254,127.4371576
511,대전광역시 대덕구 한밭대로 1122,36.357546,127.4074328
512,대전광역시 동구 동구청로 101,36.3070311,127.4563285
513,대전광역시 동구 동서대로 1658,36.3477334,127.4308491
514,"""대전광역시 동구 동서대로 1689",36.350391200000004,127.43668819461087
515,대전광역시 동구 동서대로1695번길 4,36.3531482,127.4371511
516,대전광역시 동구 옥천로 118,36.31717555,127.45348629326986
517,대전광역시 서구 계룡로 692,36.3541107,127.366625
518,대전광역시 서구 계백로 1128,36.308103,127.3656957
519,대전광역시 서구 관저동로 170,36.2932173,127.340474
520,대전광역시 서구 관저로 142,36.2998869,127.3391547
521,대전광역시 서구 대덕대로 189,36.3490499,127.376956
522,대전광역시 서구 대덕대로234번길 18,36.3535841,127.3819766
523,대전광역시 서구 대덕대로241번길 35,36.3544217,127.3771472
524,대전광역시 서구 동서대로 682,36.3343474,127.368152
525,대전광역시 서구 둔산남로 100,36.3489969,127.3936872
526,대전광역시 서구 둔산남로 50,36.34814685,127.38349470381337
527,대전광역시 서구 둔산로 142,36.3513139,127.3785337
528,대전광역시 서구 둔산로123번길 43,36.3524871,127.3876872
529,"""대전광역시 서구 둔산로31번길 28",36.3533897,127.3786616
530,"""대전광역시 서구 둔산중로134번길 13",36.358952,127.3875776
531,대전광역시 서구 만년로 81,36.367626,127.3820397
532,"""대전광역시 서구 문정로 78",36.3577521,127.3952676
533,대전광역시 서구 문정로2번길 95,36.3437745,127.3823275
534,대전광역시 서구 복수남로 28,36.2985893,127.3770491
535,대전광역시 서구 청사로123번길 25,36.3611875,127.377528
536,대전광역시 서구 한밭대로 580,36.3589471,127.3599388
537,대전광역시 서구 한밭대로 755,36.3589471,127.3599388
538,대전광역시 유성구 대학로 82,36.3609051,127.3448091
539,대전광역시 유성구 도안대로 573,36.3458496,127.3406356
540,대전광역시 유성구 어은로 42,36.3629625,127.3568185
541,대전광역시 유성구 엑스포로 97번길 40042-867-8873,NA,NA
542,대전광역시 유성구 온천서로 2,36.3573221,127.3394849
543,대전광역시 유성구 유성대로 1722,36.3580156,127.3320693
544,대전광역시 유성구 유성대로 781,36.3580156,127.3320693
545,"""대전광역시 유성구 은구비남로33번길 26",36.3741126,127.3193423
546,대전광역시 유성구 지족로 373,36.384276,127.303299
547,대전광역시 유성구 태크노중앙로 68042-934-9870,NA,NA
548,대전광역시 유성구 테크노4로 105,36.425302450000004,127.3897730193358
549,대전광역시 중구 계룡로 949,36.3228897,127.4119959
550,대전광역시 중구 계백로 1604,36.315604,127.3867137
551,"""대전광역시 중구 계백로 1700",36.320551800000004,127.408793
552,"""대전광역시 중구 계백로 1700",36.320551800000004,127.408793
553,대전광역시 중구 대종로 486,36.327848700000004,127.42653568162888
554,대전광역시 중구 중앙로 164,36.3291091,127.42764034877919
555,대전광역시 중구 태평로 71,36.3275764,127.3958616
556,부산광역시 강서구 명지국제5로 42,35.1072946,128.921464
557,부산광역시 강서구 명지국제7로 133 3438 스타필드 명지 1층051-990-0160,NA,NA
558,부산광역시 강서구 명지오션시티11로 66,35.084331,128.9011613
559,부산광역시 금정구 금샘로 459051-515-8906,NA,NA
560,"""부산광역시 금정구 금정로68번길 2",35.2305665,129.0875999
561,부산광역시 금정구 부산대학로64번길 12,35.2354925,129.0862104
562,부산광역시 금정구 식물원로 13,35.2249119,129.0841191
563,"""부산광역시 금정구 장전로12번길 64",35.229477,129.0881751
564,부산광역시 금정구 중앙대로 1730,35.2748285,129.0925655
565,부산광역시 금정구 중앙대로1841번길 24,35.2486404,129.0915755
566,부산광역시 기장군 기장읍 기장대로 527 051-723-8809,NA,NA
567,부산광역시 기장군 기장읍 기장해안로 56 051-723-3279,NA,NA
568,부산광역시 기장군 정관로 1133,35.3245085,129.2043282
569,부산광역시 기장군 정관읍 정관로 579 051-728-2663,NA,NA
570,부산광역시 남구 문현금융로 40,35.147194400000004,129.06562289539363
571,"""부산광역시 남구 분포로 145",35.13537,129.1117173
572,"""부산광역시 남구 수영로 240-1",35.1347832,129.0869259
573,부산광역시 남구 수영로 312,35.1347832,129.0869259
574,부산광역시 남구 수영로 345 대연힐스테이트 115동 121호051-623-7863,NA,NA
575,부산광역시 남구 신선로 423,35.1184913,129.078192
576,부산광역시 동구 조방로 4,35.1375381,129.0634497
577,부산광역시 동구 중앙대로 216,35.1356153,129.0556928
578,부산광역시 동구 중앙대로196번길 10,35.113619549999996,129.04017129842262
579,부산광역시 동구 중앙대로214번길 7-8,35.11653315,129.0419916902399
580,부산광역시 동래구 동래로 25 051-555-3421,NA,NA
581,부산광역시 동래구 사직북로 24,35.1982376,129.0602821
582,부산광역시 동래구 사직북로 4,35.1982376,129.0602821
583,"""부산광역시 동래구 중앙대로 1523",35.2212535,129.0856217
584,부산광역시 동래구 충렬대로 101,35.194944,129.11088537413247
585,부산광역시 동래구 충렬대로 446,35.1969453,129.1018039
586,부산광역시 동래구 충렬대로181번길 42 051-558-3605,NA,NA
587,부산광역시 부산진구 가야대로 462,35.1574775,129.0509303
588,부산광역시 부산진구 가야대로 589,35.1574775,129.0509303
589,"""부산광역시 부산진구 가야대로 783-1",35.1577,129.05287
590,부산광역시 부산진구 동천로 92,35.1567337,129.0628163
591,부산광역시 부산진구 서면로 49-1,35.1507646,129.0580675
592,부산광역시 부산진구 서면로68번길 1,35.15687055,129.05806721954787
593,부산광역시 부산진구 서전로 1,35.15757905,129.06169381309002
594,부산광역시 부산진구 서전로 19,35.1577768,129.0682586
595,부산광역시 부산진구 시민공원로 31,35.163654550000004,129.05238066415626
596,부산광역시 부산진구 전포대로199번길 27,35.1549437,129.0630224
597,부산광역시 부산진구 중앙대로 672,35.15309165,129.05956368982243
598,"""부산광역시 부산진구 중앙대로 701",35.1554609,129.0589374
599,"""부산광역시 부산진구 중앙대로 777",35.1506861,129.0592249
600,부산광역시 부산진구 중앙대로 894,35.1506861,129.0592249
601,부산광역시 부산진구 중앙대로666번길 50,35.1522042,129.0614356
602,부산광역시 부산진구 중앙대로692번길 46-10,35.1540973,129.0615567
603,부산광역시 북구 금곡대로285번길 5,35.2341686,129.0107549
604,부산광역시 북구 만덕대로 30,35.2131514,129.0174487
605,부산광역시 사상구 가야대로 338,35.1513127,128.9779784
606,부산광역시 사상구 백양대로 520,35.1911303,128.991139
607,부산광역시 사상구 사상로 211,35.1547615,128.9935297
608,부산광역시 사하구 낙동남로 1411,35.1063637,128.9571785
609,부산광역시 사하구 낙동대로 455,35.099261,128.9898741
610,부산광역시 사하구 낙동대로550번길 14,35.1132081,128.965059
611,부산광역시 사하구 다대로 493,35.0612947,128.9558431
612,부산광역시 사하구 다대로 714,35.0792979,128.9510983
613,부산광역시 사하구 사하로186번길 6,35.0990285,128.9958869
614,부산광역시 사하구 하신번영로 381-6,35.1060465,128.9585882
615,부산광역시 서구 구덕로 212,35.1078622,129.0199939
616,부산광역시 서구 구덕로322번길 7,35.112954,129.0178849
617,부산광역시 수영구 과정로 68,35.1780184,129.1072311
618,부산광역시 수영구 광안로62번길 39,NA,NA
619,부산광역시 수영구 광안해변로 247,35.155404,129.1326321
620,부산광역시 수영구 남천바다로 38,35.1492273,129.1129712
621,부산광역시 수영구 민락수변로 29,35.1549984,129.1238471
622,부산광역시 수영구 수영로 671,35.1553169,129.1116584
623,부산광역시 수영구 수영로464번길 6,35.1471726,129.1111489
624,부산광역시 연제구 교대로 20-2,35.1938984,129.0757183
625,부산광역시 연제구 명륜로 3,35.1964692,129.08073314846368
626,부산광역시 연제구 반송로 20,35.189107,129.0856044
627,부산광역시 연제구 중앙대로 1091,35.1860649,129.0817351
628,부산광역시 연제구 중앙대로 1125,35.1860649,129.0817351
629,부산광역시 중구 광복중앙로 8-2,35.100694,129.0310682
630,"""부산광역시 중구 구덕로 4",35.0974378,129.0351192
631,부산광역시 중구 구덕로 54-1,35.0974378,129.0351192
632,부산광역시 중구 대청로 80,35.1031712,129.0246249
633,부산광역시 중구 비프광장로 25,35.0988786,129.0289984
634,부산광역시 중구 중앙대로81번길 2,35.1049364,129.0355194
635,"""부산광역시 해운대구 APEC로 55",35.1688423,129.13634149167774
636,부산광역시 해운대구 구남로 49,35.1619443,129.1601971
637,부산광역시 해운대구 구남로 9,35.1619443,129.1601971
638,부산광역시 해운대구 달맞이길 189,35.16398,129.18567
639,부산광역시 해운대구 달맞이길 57,35.16398,129.18567
640,"""부산광역시 해운대구 마린시티2로 33",35.15691425,129.14605706382955
641,부산광역시 해운대구 마린시티2로 38,35.1560547,129.142010578125
642,부산광역시 해운대구 센텀2로 10,35.1670596,129.1325377
643,"""부산광역시 해운대구 센텀2로 25",35.1670596,129.1325377
644,부산광역시 해운대구 센텀4로 15,35.1699321,129.12832467507744
645,부산광역시 해운대구 센텀남대로 35,NA,NA
646,"""부산광역시 해운대구 센텀남대로 35",NA,NA
647,"""부산광역시 해운대구 센텀동로 25",35.1715954,129.1308347
648,"""부산광역시 해운대구 센텀동로 9",35.1737398,129.1303714
649,부산광역시 해운대구 센텀서로 30,35.1723109,129.1274832
650,"""부산광역시 해운대구 센텀중앙로 145",35.1751932,129.1257849
651,부산광역시 해운대구 센텀중앙로 78,35.1746921,129.1266023
652,부산광역시 해운대구 송정해변로 36,35.179532,129.200078
653,부산광역시 해운대구 수영강변대로 516,35.2008928,129.116902
654,부산광역시 해운대구 좌동로 96,35.172302,129.1755773044543
655,"""부산광역시 해운대구 좌동순환로 511",35.1661006,129.16738615062553
656,부산광역시 해운대구 해운대로 189,35.1765356,129.1843323
657,부산광역시 해운대구 해운대로 802,35.1765356,129.1843323
658,부산광역시 해운대구 해운대해변로 163,35.1612248,129.16388
659,"""부산광역시 해운대구 해운대해변로 197",35.15847095,129.1528096545468
660,"""부산광역시 해운대구 해운대해변로 257",35.1612248,129.16388
661,"""부산광역시 해운대구 해운대해변로298번길 24",35.16026995,129.16603601638957
662,서울 노원구 노원로 449 02-931-3660,NA,NA
663,서울 서대문구 가재울미래로 2 02-304-3724,NA,NA
664,서울 성북구 도봉로 17 02-982-3806,NA,NA
665,서울시 광진구 능동로243 02-464-3656,NA,NA
666,서울시 광진구 천호대로 676 02-455-3637,NA,NA
667,서울시 노원구 마들로3길 15 02-971-3748,NA,NA
668,서울시 성동구 왕십리로50 1층 일부02-462-3851,NA,NA
669,서울시 은평구 진관3로 21 은평엘크루 101동 105-108호02-389-3557,NA,NA
670,서울시 은평구 통일로 715 02-352-3711,NA,NA
671,서울시 종로구 대학로12길 4 1~2층02-742-3673,NA,NA
672,서울시 중구 세종대로 39 상공회의소회관 1층02-6050-1180,NA,NA
673,서울특별시 강남구 강남대로 282,37.4979888,127.0277003
674,서울특별시 강남구 강남대로 328,37.4979888,127.0277003
675,서울특별시 강남구 강남대로 390,37.4979888,127.0277003
676,"""서울특별시 강남구 강남대로 456",37.5031064,127.0255807
677,서울특별시 강남구 강남대로 538,37.4865822,127.0331854
678,서울특별시 강남구 광평로 281,37.4850444,127.0757608
679,서울특별시 강남구 남부순환로 2621,37.485271299999994,127.03667786513964
680,서울특별시 강남구 남부순환로 2909,37.4920442,127.0573092
681,"""서울특별시 강남구 남부순환로 2936",37.4933484,127.0618811053215
682,서울특별시 강남구 남부순환로 2947,37.4945293,127.062677
683,서울특별시 강남구 논현로 401,37.5181751,127.0288611
684,서울특별시 강남구 논현로 508,37.5181751,127.0288611
685,서울특별시 강남구 논현로 648,37.5181751,127.0288611
686,서울특별시 강남구 논현로 704,37.5181751,127.0288611
687,"""서울특별시 강남구 논현로 752",37.5181751,127.0288611
688,서울특별시 강남구 논현로 841,37.5181751,127.0288611
689,서울특별시 강남구 논현로 88,37.5181751,127.0288611
690,"""서울특별시 강남구 논현로175길 94",37.523185749999996,127.02163624166496
691,서울특별시 강남구 도곡로 183,37.493294,127.0438168
692,서울특별시 강남구 도곡로 205,37.49418685,127.049732
693,"""서울특별시 강남구 도곡로 408",37.4966373,127.0553818
694,서울특별시 강남구 도곡로 457,37.4989632,127.0602104
695,서울특별시 강남구 도곡로 511,37.4996032,127.0623044
696,서울특별시 강남구 도산대로 108,37.5246219,127.050014
697,"""서울특별시 강남구 도산대로 134",37.5246219,127.050014
698,서울특별시 강남구 도산대로 328,37.5246219,127.050014
699,서울특별시 강남구 도산대로 458,37.5238456,127.0467767
700,"""서울특별시 강남구 도산대로 532",37.52434065,127.05156830810523
701,서울특별시 강남구 도산대로57길 24,37.5252947,127.0417091
702,서울특별시 강남구 밤고개로1길 10,37.4880133,127.1018308
703,"""서울특별시 강남구 봉은사로 213",37.508547,127.0379665
704,"""서울특별시 강남구 봉은사로 304",37.508547,127.0379665
705,서울특별시 강남구 봉은사로 407,37.508547,127.0379665
706,서울특별시 강남구 봉은사로 446,37.508547,127.0379665
707,서울특별시 강남구 봉은사로2길 39,37.5028453,127.0261846
708,서울특별시 강남구 삼성로 402,37.4856604,127.06848119991864
709,서울특별시 강남구 삼성로 605,37.4983149,127.0611358
710,"""서울특별시 강남구 삼성로86길 7",37.5059317,127.0588595
711,"""서울특별시 강남구 선릉로 669",37.4894951,127.0558449
712,"""서울특별시 강남구 선릉로 836",37.4894951,127.0558449
713,"""서울특별시 강남구 선릉로93길 22",37.5048128,127.0467862
714,"""서울특별시 강남구 압구정로 170",37.5237282,127.0217316
715,서울특별시 강남구 압구정로12길 32,37.5218246,127.0227432
716,서울특별시 강남구 압구정로30길 17,37.524714,127.0290956
717,서울특별시 강남구 압구정로42길 32,37.5268994,127.0349294
718,서울특별시 강남구 언주로 425,37.493166,127.0473278
719,서울특별시 강남구 언주로 650,37.493166,127.0473278
720,서울특별시 강남구 언주로 861,37.493166,127.0473278
721,서울특별시 강남구 언주로174길 29,37.528268,127.0354784
722,"""서울특별시 강남구 언주로30길 57",37.490082,127.0550987
723,서울특별시 강남구 역삼로 123,37.4935763,127.0317745
724,서울특별시 강남구 영동대로 215,37.49798545,127.06854191552031
725,서울특별시 강남구 영동대로 513,37.5118203,127.0591391
726,서울특별시 강남구 영동대로 513,37.5118203,127.0591391
727,서울특별시 강남구 영동대로 616,37.5023378,127.0668565
728,서울특별시 강남구 영동대로 720,37.52219355,127.05651926230328
729,"""서울특별시 강남구 영동대로86길 12",37.5079009,127.0652472
730,서울특별시 강남구 테헤란로 125,37.4995636,127.0316861
731,"""서울특별시 강남구 테헤란로 134",37.4981,127.0283071
732,서울특별시 강남구 테헤란로 142,37.4981,127.0283071
733,"""서울특별시 강남구 테헤란로 145",37.4981,127.0283071
734,"""서울특별시 강남구 테헤란로 211",37.4995568,127.033126
735,"""서울특별시 강남구 테헤란로 223",37.4995568,127.033126
736,"""서울특별시 강남구 테헤란로 305",37.4995568,127.033126
737,서울특별시 강남구 테헤란로 306,37.4995568,127.033126
738,"""서울특별시 강남구 테헤란로 334",37.50386695,127.04847265
739,서울특별시 강남구 테헤란로 409,37.4981,127.0283071
740,"""서울특별시 강남구 테헤란로 443",37.4981,127.0283071
741,서울특별시 강남구 테헤란로 505,37.5075887,127.0574294
742,서울특별시 강남구 테헤란로 518,37.50762445,127.06070585
743,서울특별시 강남구 테헤란로103길 9,37.5100587,127.06393091208275
744,"""서울특별시 강남구 테헤란로2길 27",37.4965901,127.0295651
745,"""서울특별시 강남구 테헤란로64길 18",37.503769,127.05118915555443
746,서울특별시 강남구 테헤란로87길 33,37.508357,127.0591186
747,서울특별시 강남구 학동로 419,37.5210828,127.060056
748,서울특별시 강남구 학동로 506,37.5210828,127.060056
749,서울특별시 강동구 강동대로 171,37.5264801,127.1227966
750,서울특별시 강동구 고덕로 43,37.5543004,127.1430187
751,서울특별시 강동구 동남로75길 5,37.5541673,127.1562194
752,"""서울특별시 강동구 상일로10길 36",37.5512005,127.1740861
753,서울특별시 강동구 성내로 32,37.5299383,127.1209632
754,서울특별시 강동구 양재대로 1303,37.5536295,127.1432235
755,"""서울특별시 강동구 양재대로 1441",37.5536295,127.1432235
756,서울특별시 강동구 양재대로 1487,37.5536295,127.1432235
757,서울특별시 강동구 양재대로 1647,37.5536295,127.1432235
758,"""서울특별시 강동구 천호대로 1012",37.5350713,127.1351601
759,서울특별시 강동구 천호대로 1015-14,37.5350713,127.1351601
760,서울특별시 강동구 천호대로 1037,37.5350713,127.1351601
761,"""서울특별시 강동구 천호대로 1089",37.5350713,127.1351601
762,서울특별시 강북구 도봉로 196,37.6290169,127.025277
763,서울특별시 강북구 도봉로 32,37.6290169,127.025277
764,서울특별시 강북구 도봉로 342,37.6379035,127.0260171
765,서울특별시 강북구 도봉로 365,37.6290169,127.025277
766,서울특별시 강북구 삼양로 161,37.61832245,127.02122176294081
767,서울특별시 강서구 강서로 267,37.5497037,126.8360897
768,서울특별시 강서구 강서로 388,37.5602147,126.8391078
769,서울특별시 강서구 강서로 463,37.5668483,126.8405844
770,서울특별시 강서구 강서로13길 3,37.5319384,126.8453191
771,서울특별시 강서구 공항대로 248,37.5471964,126.8771624
772,서울특별시 강서구 공항대로 329,37.55827755,126.84437119477363
773,서울특별시 강서구 공항대로 627,37.5472969,126.8745687
774,서울특별시 강서구 등촌로 57,37.5379894,126.8635303
775,서울특별시 강서구 마곡동로 62,37.5641391,126.8340469
776,"""서울특별시 강서구 마곡중앙6로 16",37.5603397,126.833454
777,서울특별시 강서구 마곡중앙로 161-17,37.5599103,126.8268895
778,서울특별시 강서구 방화대로 375,37.5561974,126.8162692
779,서울특별시 강서구 양천로 476,37.5616889,126.8533139
780,"""서울특별시 강서구 양천로 559",37.55820575,126.86183265973577
781,서울특별시 강서구 화곡로 142,37.5460773,126.8450553
782,서울특별시 관악구 관악로 158,37.47931845,126.9528247992159
783,서울특별시 관악구 남부순환로 1419,37.4846626,126.9325111
784,서울특별시 관악구 남부순환로 1619,37.4846626,126.9325111
785,서울특별시 관악구 남부순환로 1812,37.4811141,126.95130261986172
786,서울특별시 관악구 남부순환로 1817,37.48166275,126.95215870091016
787,서울특별시 관악구 남부순환로 1908,37.477672,126.9611884964311
788,서울특별시 관악구 남부순환로 1948,37.4761494,126.9651315
789,서울특별시 관악구 남부순환로 2082-2502-758-8721,NA,NA
790,"""서울특별시 관악구 보라매로3길 23",37.4915152,126.9255097
791,"""서울특별시 관악구 신림로 330",37.48377515,126.93014425205124
792,서울특별시 관악구 신림로 355-1,37.4841114,126.9296625
793,서울특별시 광진구 광나루로 519,37.5401145,127.0972991
794,서울특별시 광진구 광나루로 608,37.5401145,127.0972991
795,서울특별시 광진구 구의강변로 64,37.536088050000004,127.09271942512126
796,서울특별시 광진구 능동로 107,37.5657003,127.0841887
797,서울특별시 광진구 능동로 117,37.5416186,127.0711783
798,서울특별시 광진구 능동로 50,37.5657003,127.0841887
799,서울특별시 광진구 능동로 90,37.5383892,127.07093316420863
800,서울특별시 광진구 아차산로 262,37.5451366,127.1043841
801,서울특별시 광진구 아차산로 35502-758-8865,NA,NA
802,서울특별시 광진구 아차산로 373,37.5451366,127.1043841
803,서울특별시 광진구 아차산로 537-17,37.5451366,127.1043841
804,"""서울특별시 광진구 아차산로 607",37.5451366,127.1043841
805,서울특별시 광진구 천호대로 548,37.5448064,127.105672
806,서울특별시 구로구 경인로 216,37.4973462,126.8640144
807,서울특별시 구로구 경인로 610,37.4973462,126.8640144
808,서울특별시 구로구 경인로 662,37.4973462,126.8640144
809,서울특별시 구로구 경인로 662,37.4973462,126.8640144
810,"""서울특별시 구로구 디지털로 285",37.48579,126.89631
811,"""서울특별시 구로구 디지털로26길 5",37.48081,126.89595
812,"""서울특별시 구로구 디지털로31길 61",37.48591185,126.89156450483435
813,서울특별시 구로구 디지털로32길 30,37.4839057,126.8968543
814,"""서울특별시 구로구 디지털로32길 72",37.4839057,126.8968543
815,"""서울특별시 구로구 디지털로33길 11",37.4855974,126.8956725
816,서울특별시 금천구 가산디지털1로 128,37.4798361,126.8808487
817,서울특별시 금천구 가산디지털1로 168,37.4798361,126.8808487
818,서울특별시 금천구 가산디지털1로 171,37.4798361,126.8808487
819,서울특별시 금천구 두산로 70,37.4695552,126.8980525
820,서울특별시 금천구 디지털로 188,37.4773613,126.88771096865983
821,"""서울특별시 금천구 디지털로9길 32",37.48195,126.88525
822,서울특별시 금천구 벚꽃로 266 마리오아울렛3관02-758-8542,NA,NA
823,서울특별시 금천구 벚꽃로 298,37.4576832,126.893558
824,서울특별시 금천구 시흥대로 164,37.448860100000005,126.90326799249004
825,서울특별시 금천구 시흥대로 426,37.4374006,126.9029249
826,"""서울특별시 노원구 노원로 569",37.6614404,127.0549701
827,"""서울특별시 노원구 노해로 502",37.6551886,127.0644879
828,서울특별시 노원구 동일로 1015,37.6755171,127.0551345
829,서울특별시 노원구 동일로 1081,37.6755171,127.0551345
830,"""서울특별시 노원구 동일로 1339",37.6755171,127.0551345
831,"""서울특별시 노원구 동일로 1413",37.6755171,127.0551345
832,서울특별시 노원구 마들로3길 15,37.6264787,127.0620026279721
833,서울특별시 노원구 석계로 104,37.62,127.06322
834,"""서울특별시 노원구 중계로 217",37.6461201,127.0820192
835,서울특별시 노원구 화랑로 621,37.6172828,127.073557
836,서울특별시 도봉구 노해로65길 4,37.6514619,127.0468263
837,서울특별시 도봉구 도봉로 480,37.6806064,127.0455927
838,서울특별시 동대문구 경희대로 16-1,37.5928383,127.05275085
839,서울특별시 동대문구 왕산로 19,37.5768696,127.0256025
840,서울특별시 동대문구 이문로 37,37.59696,127.06058
841,서울특별시 동대문구 이문로 93,37.59696,127.06058
842,서울특별시 동대문구 장한로 10,37.561392,127.064624
843,서울특별시 동대문구 천호대로 263,37.574054,127.0342724
844,서울특별시 동대문구 회기로 141,37.5899435,127.0567032
845,서울특별시 동대문구 휘경로 12-1,37.5957882,127.0614421
846,서울특별시 동작구 노량진로 134,37.5127287,126.9493459
847,"""서울특별시 동작구 노량진로 190",37.5127287,126.9493459
848,"""서울특별시 동작구 동작대로 21",37.5059137,126.9806884
849,"""서울특별시 동작구 보라매로5길 35",37.4928687,126.9241704
850,서울특별시 동작구 사당로 219,37.483358,126.9759536
851,서울특별시 동작구 사당로 300,37.483358,126.9759536
852,서울특별시 동작구 사당로 4,37.483358,126.9759536
853,서울특별시 동작구 상도로 102,37.5003153,126.931879
854,서울특별시 동작구 상도로 354,37.5020322,126.9344112
855,서울특별시 동작구 흑석로 75-1,37.5061859,126.9556954
856,서울특별시 마포구 독막로 311,37.5473372,126.9369738
857,서울특별시 마포구 독막로 88,37.5473372,126.9369738
858,서울특별시 마포구 마포대로 130,37.5409397,126.9487024
859,서울특별시 마포구 마포대로 173-14,37.5409397,126.9487024
860,"""서울특별시 마포구 마포대로 201",37.5469777,126.9531787
861,"""서울특별시 마포구 마포대로 45",37.5409397,126.9487024
862,서울특별시 마포구 마포대로 68,37.5413754,126.9490269
863,서울특별시 마포구 마포대로 86,37.5409397,126.9487024
864,서울특별시 마포구 백범로 212,37.5486691,126.9402282
865,서울특별시 마포구 백범로 23,37.5486691,126.9402282
866,서울특별시 마포구 백범로 35,37.5521044,126.9409838739227
867,서울특별시 마포구 백범로 89-5,37.5486691,126.9402282
868,서울특별시 마포구 상암산로 3402-758-8890,NA,NA
869,서울특별시 마포구 상암산로 76,37.5782114,126.8905855
870,서울특별시 마포구 서강로 69,37.551341,126.9327908
871,서울특별시 마포구 성암로 267,37.581274300000004,126.89113231352732
872,서울특별시 마포구 신촌로16길 10,37.5546777,126.9345712
873,서울특별시 마포구 양화로 105,37.5569268,126.9239947
874,서울특별시 마포구 양화로 125,37.5569268,126.9239947
875,"""서울특별시 마포구 양화로 165",37.557127300000005,126.92360343053349
